card_id,name,set_name
dpp-DP36,Gliscor,DP Black Star Promos
dpp-DP31,Heatran,DP Black Star Promos
dpp-DP10,Infernape,DP Black Star Promos
dpp-DP12,Lucario,DP Black Star Promos
dpp-DP20,Magmortar,DP Black Star Promos
dpp-DP32,Magnezone,DP Black Star Promos
dpp-DP44,Magnezone,DP Black Star Promos
dpp-DP28,Mewtwo,DP Black Star Promos
dpp-DP22,Mime Jr.,DP Black Star Promos
dpp-DP04,Pachirisu,DP Black Star Promos
dpp-DP18,Palkia,DP Black Star Promos
dpp-DP27,Palkia,DP Black Star Promos
dpp-DP16,Pikachu,DP Black Star Promos
dpp-DP03,Piplup,DP Black Star Promos
dpp-DP35,Porygon-Z,DP Black Star Promos
dpp-DP43,Probopass G,DP Black Star Promos
dpp-DP21,Raichu,DP Black Star Promos
dpp-DP47,Rayquaza C,DP Black Star Promos
dpp-DP30,Regigigas,DP Black Star Promos
dpp-DP40,Regigigas,DP Black Star Promos
dpp-DP29,Rhyperior,DP Black Star Promos
dpp-DP39,Shaymin,DP Black Star Promos
dpp-DP08,Shieldon,DP Black Star Promos
dpp-DP15,Shinx,DP Black Star Promos
dpp-DP09,Torterra,DP Black Star Promos
dpp-DP41,Toxicroak G,DP Black Star Promos
dpp-DP05,Tropical Wind,DP Black Star Promos
dpp-DP25,Tropical Wind,DP Black Star Promos
dpp-DP48,Tropical Wind,DP Black Star Promos
dpp-DP01,Turtwig,DP Black Star Promos
dpp-DP55,Ultimate Zone,DP Black Star Promos
tk-dp-l-8,Energy Search,DP trainer Kit (Lucario)
tk-dp-l-11,Fighting Energy,DP trainer Kit (Lucario)
tk-dp-l-1,Geodude,DP trainer Kit (Lucario)
tk-dp-l-2,Graveler,DP trainer Kit (Lucario)
tk-dp-l-3,Lucario,DP trainer Kit (Lucario)
tk-dp-l-4,Machoke,DP trainer Kit (Lucario)
tk-dp-l-5,Machop,DP trainer Kit (Lucario)
tk-dp-l-9,Potion,DP trainer Kit (Lucario)
tk-dp-l-10,Quick Ball,DP trainer Kit (Lucario)
tk-dp-l-6,Riolu,DP trainer Kit (Lucario)
tk-dp-l-7,Starly,DP trainer Kit (Lucario)
tk-dp-m-1,Buizel,DP trainer Kit (Manaphy)
tk-dp-m-9,Dusk Ball,DP trainer Kit (Manaphy)
tk-dp-m-10,Energy Search,DP trainer Kit (Manaphy)
tk-dp-m-2,Floatzel,DP trainer Kit (Manaphy)
tk-dp-m-3,Goldeen,DP trainer Kit (Manaphy)
tk-dp-m-4,Manaphy,DP trainer Kit (Manaphy)
tk-dp-m-5,Piplup,DP trainer Kit (Manaphy)
tk-dp-m-11,Potion,DP trainer Kit (Manaphy)
tk-dp-m-6,Prinplup,DP trainer Kit (Manaphy)
tk-dp-m-7,Seaking,DP trainer Kit (Manaphy)
tk-dp-m-8,Totodile,DP trainer Kit (Manaphy)
tk-dp-m-12,Water Energy,DP trainer Kit (Manaphy)
ex15-100,Charizard Star δ,Dragon Frontiers
ex15-101,Mew Star δ,Dragon Frontiers
ex15-56,Nidoran♀ δ,Dragon Frontiers
ex15-57,Nidoran♂ δ,Dragon Frontiers
ex15-88,δ Rainbow Energy,Dragon Frontiers
sm7.5-58,Blaine’s Last Stand,Dragon Majesty
sm7.5-69,Blaine’s Last Stand,Dragon Majesty
sm7.5-61,Lance ◇,Dragon Majesty
bw6-117,Blend Energy Grass Fire Psychic Darkness,Dragons Exalted
bw6-118,Blend Energy Water Lightning Fighting Metal,Dragons Exalted
bw6-124,Giratina-EX,Dragons Exalted
bw6-92,Giratina-EX,Dragons Exalted
bw6-119,Ho-Oh-EX,Dragons Exalted
bw6-22,Ho-Oh-EX,Dragons Exalted
bw6-120,Mew-EX,Dragons Exalted
bw6-46,Mew-EX,Dragons Exalted
bw6-123,Rayquaza-EX,Dragons Exalted
bw6-85,Rayquaza-EX,Dragons Exalted
bw6-122,Registeel-EX,Dragons Exalted
bw6-81,Registeel-EX,Dragons Exalted
bw6-121,Terrakion-EX,Dragons Exalted
bw6-71,Terrakion-EX,Dragons Exalted
A3b-058,Aipom,Eevee Grove
A3b-037,Alcremie,Eevee Grove
A3b-021,Alomomola,Eevee Grove
A3b-059,Ambipom,Eevee Grove
A3b-007,Appletun,Eevee Grove
A3b-006,Applin,Eevee Grove
A3b-101,Arbok,Eevee Grove
A3b-104,Articuno ex,Eevee Grove
A3b-061,Audino,Eevee Grove
A3b-038,Barboach,Eevee Grove
A3b-003,Bounsweet,Eevee Grove
A3b-023,Brionne,Eevee Grove
A3b-042,Carbink,Eevee Grove
A3b-060,Chatot,Eevee Grove
A3b-063,Cinccino,Eevee Grove
A3b-052,Dragonair,Eevee Grove
A3b-053,Dragonite ex,Eevee Grove
A3b-082,Dragonite ex,Eevee Grove
A3b-090,Dragonite ex,Eevee Grove
A3b-054,Drampa,Eevee Grove
A3b-051,Dratini,Eevee Grove
A3b-055,Eevee,Eevee Grove
A3b-078,Eevee,Eevee Grove
A3b-066,Eevee Bag,Eevee Grove
A3b-107,Eevee Bag,Eevee Grove
A3b-056,Eevee ex,Eevee Grove
A3b-083,Eevee ex,Eevee Grove
A3b-092,Eevee ex,Eevee Grove
A3b-100,Ekans,Eevee Grove
A3b-096,Electrode,Eevee Grove
A3b-028,Espeon,Eevee Grove
A3b-075,Espeon,Eevee Grove
A3b-102,Farfetch'd,Eevee Grove
A3b-008,Flareon,Eevee Grove
A3b-071,Flareon,Eevee Grove
A3b-009,Flareon ex,Eevee Grove
A3b-079,Flareon ex,Eevee Grove
A3b-087,Flareon ex,Eevee Grove
A3b-106,Gallade ex,Eevee Grove
A3b-027,Galvantula,Eevee Grove
A3b-099,Gardevoir,Eevee Grove
A3b-017,Glaceon,Eevee Grove
A3b-073,Glaceon,Eevee Grove
A3b-065,Greedent,Eevee Grove
A3b-068,Hau,Eevee Grove
A3b-085,Hau,Eevee Grove
A3b-013,Incineroar,Eevee Grove
A3b-025,Jolteon,Eevee Grove
A3b-074,Jolteon,Eevee Grove
A3b-026,Joltik,Eevee Grove
A3b-098,Kirlia,Eevee Grove
A3b-094,Lapras,Eevee Grove
A3b-002,Leafeon,Eevee Grove
A3b-070,Leafeon,Eevee Grove
A3b-067,Leftovers,Eevee Grove
A3b-046,Liepard,Eevee Grove
A3b-011,Litten,Eevee Grove
A3b-047,Mawile,Eevee Grove
A3b-050,Melmetal,Eevee Grove
A3b-049,Meltan,Eevee Grove
A3b-040,Mienfoo,Eevee Grove
A3b-041,Mienshao,Eevee Grove
A3b-036,Milcery,Eevee Grove
A3b-035,Mimikyu,Eevee Grove
A3b-062,Minccino,Eevee Grove
A3b-103,Moltres ex,Eevee Grove
A3b-069,Penny,Eevee Grove
A3b-086,Penny,Eevee Grove
A3b-093,Pinsir,Eevee Grove
A3b-022,Popplio,Eevee Grove
A3b-024,Primarina ex,Eevee Grove
A3b-080,Primarina ex,Eevee Grove
A3b-088,Primarina ex,Eevee Grove
A3b-045,Purrloin,Eevee Grove
A3b-097,Ralts,Eevee Grove
A3b-044,Sableye,Eevee Grove
A3b-014,Salandit,Eevee Grove
A3b-015,Salazzle,Eevee Grove
A3b-064,Skwovet,Eevee Grove
A3b-032,Slurpuff,Eevee Grove
A3b-057,Snorlax ex,Eevee Grove
A3b-084,Snorlax ex,Eevee Grove
A3b-091,Snorlax ex,Eevee Grove
A3b-004,Steenee,Eevee Grove
A3b-031,Swirlix,Eevee Grove
A3b-030,Swoobat,Eevee Grove
A3b-033,Sylveon,Eevee Grove
A3b-076,Sylveon,Eevee Grove
A3b-034,Sylveon ex,Eevee Grove
A3b-081,Sylveon ex,Eevee Grove
A3b-089,Sylveon ex,Eevee Grove
A3b-048,Togedemaru,Eevee Grove
A3b-010,Torkoal,Eevee Grove
A3b-012,Torracat,Eevee Grove
A3b-001,Tropius,Eevee Grove
A3b-005,Tsareena,Eevee Grove
A3b-043,Umbreon,Eevee Grove
A3b-077,Umbreon,Eevee Grove
A3b-019,Vanillish,Eevee Grove
A3b-018,Vanillite,Eevee Grove
A3b-020,Vanilluxe,Eevee Grove
A3b-016,Vaporeon,Eevee Grove
A3b-072,Vaporeon,Eevee Grove
A3b-095,Voltorb,Eevee Grove
A3b-039,Whiscash,Eevee Grove
A3b-029,Woobat,Eevee Grove
A3b-105,Zapdos ex,Eevee Grove
xy12-43,Nidoran♂,Evolutions
xy12-109,ナッシー[Exeggutor],Evolutions
A3a-098,Aerodactyl,Extradimensional Crisis
A3a-101,Aerodactyl ex,Extradimensional Crisis
A3a-050,Aggron,Extradimensional Crisis
A3a-046,Alolan Diglett,Extradimensional Crisis
A3a-047,Alolan Dugtrio ex,Extradimensional Crisis
A3a-080,Alolan Dugtrio ex,Extradimensional Crisis
A3a-087,Alolan Dugtrio ex,Extradimensional Crisis
A3a-037,Alolan Meowth,Extradimensional Crisis
A3a-073,Alolan Meowth,Extradimensional Crisis
A3a-038,Alolan Persian,Extradimensional Crisis
A3a-090,Arcanine,Extradimensional Crisis
A3a-100,Arcanine ex,Extradimensional Crisis
A3a-048,Aron,Extradimensional Crisis
A3a-030,Baltoy,Extradimensional Crisis
A3a-066,Beastite,Extradimensional Crisis
A3a-063,Beast Wall,Extradimensional Crisis
A3a-058,Bewear,Extradimensional Crisis
A3a-009,Blacephalon,Extradimensional Crisis
A3a-072,Blacephalon,Extradimensional Crisis
A3a-016,Blitzle,Extradimensional Crisis
A3a-006,Buzzwole ex,Extradimensional Crisis
A3a-076,Buzzwole ex,Extradimensional Crisis
A3a-088,Buzzwole ex,Extradimensional Crisis
A3a-011,Carvanha,Extradimensional Crisis
A3a-099,Celebi ex,Extradimensional Crisis
A3a-062,Celesteela,Extradimensional Crisis
A3a-075,Celesteela,Extradimensional Crisis
A3a-031,Claydol,Extradimensional Crisis
A3a-023,Clefable,Extradimensional Crisis
A3a-022,Clefairy,Extradimensional Crisis
A3a-004,Dartrix,Extradimensional Crisis
A3a-005,Decidueye,Extradimensional Crisis
A3a-065,Electrical Cord,Extradimensional Crisis
A3a-018,Emolga,Extradimensional Crisis
A3a-051,Ferroseed,Extradimensional Crisis
A3a-052,Ferrothorn,Extradimensional Crisis
A3a-091,Froakie,Extradimensional Crisis
A3a-092,Frogadier,Extradimensional Crisis
A3a-067,Gladion,Extradimensional Crisis
A3a-081,Gladion,Extradimensional Crisis
A3a-093,Greninja,Extradimensional Crisis
A3a-089,Growlithe,Extradimensional Crisis
A3a-043,Guzzlord ex,Extradimensional Crisis
A3a-079,Guzzlord ex,Extradimensional Crisis
A3a-086,Guzzlord ex,Extradimensional Crisis
A3a-055,Herdier,Extradimensional Crisis
A3a-094,Jynx,Extradimensional Crisis
A3a-008,Kartana,Extradimensional Crisis
A3a-040,Krokorok,Extradimensional Crisis
A3a-041,Krookodile,Extradimensional Crisis
A3a-049,Lairon,Extradimensional Crisis
A3a-002,Lilligant,Extradimensional Crisis
A3a-054,Lillipup,Extradimensional Crisis
A3a-068,Looker,Extradimensional Crisis
A3a-082,Looker,Extradimensional Crisis
A3a-069,Lusamine,Extradimensional Crisis
A3a-083,Lusamine,Extradimensional Crisis
A3a-014,Luxio,Extradimensional Crisis
A3a-015,Luxray,Extradimensional Crisis
A3a-033,Lycanroc ex,Extradimensional Crisis
A3a-078,Lycanroc ex,Extradimensional Crisis
A3a-085,Lycanroc ex,Extradimensional Crisis
A3a-010,Mantine,Extradimensional Crisis
A3a-029,Medicham,Extradimensional Crisis
A3a-028,Meditite,Extradimensional Crisis
A3a-026,Morelull,Extradimensional Crisis
A3a-045,Naganadel,Extradimensional Crisis
A3a-042,Nihilego,Extradimensional Crisis
A3a-103,Nihilego,Extradimensional Crisis
A3a-059,Oranguru,Extradimensional Crisis
A3a-036,Palossand,Extradimensional Crisis
A3a-034,Passimian,Extradimensional Crisis
A3a-001,Petilil,Extradimensional Crisis
A3a-024,Phantump,Extradimensional Crisis
A3a-007,Pheromosa,Extradimensional Crisis
A3a-071,Pheromosa,Extradimensional Crisis
A3a-097,Pidgeot,Extradimensional Crisis
A3a-102,Pidgeot ex,Extradimensional Crisis
A3a-096,Pidgeotto,Extradimensional Crisis
A3a-095,Pidgey,Extradimensional Crisis
A3a-044,Poipole,Extradimensional Crisis
A3a-064,Repel,Extradimensional Crisis
A3a-032,Rockruff,Extradimensional Crisis
A3a-003,Rowlet,Extradimensional Crisis
A3a-070,Rowlet,Extradimensional Crisis
A3a-039,Sandile,Extradimensional Crisis
A3a-035,Sandygast,Extradimensional Crisis
A3a-012,Sharpedo,Extradimensional Crisis
A3a-027,Shiinotic,Extradimensional Crisis
A3a-013,Shinx,Extradimensional Crisis
A3a-061,Silvally,Extradimensional Crisis
A3a-074,Silvally,Extradimensional Crisis
A3a-053,Stakataka,Extradimensional Crisis
A3a-056,Stoutland,Extradimensional Crisis
A3a-057,Stufful,Extradimensional Crisis
A3a-019,Tapu Koko ex,Extradimensional Crisis
A3a-077,Tapu Koko ex,Extradimensional Crisis
A3a-084,Tapu Koko ex,Extradimensional Crisis
A3a-025,Trevenant,Extradimensional Crisis
A3a-060,Type: Null,Extradimensional Crisis
A3a-020,Xurkitree,Extradimensional Crisis
A3a-017,Zebstrika,Extradimensional Crisis
A3a-021,Zeraora,Extradimensional Crisis
tk-ex-m-1,Arcanine,EX trainer Kit 2 (Minun)
tk-ex-m-8,Celio's Network,EX trainer Kit 2 (Minun)
tk-ex-m-2,Charmander,EX trainer Kit 2 (Minun)
tk-ex-m-3,Charmeleon,EX trainer Kit 2 (Minun)
tk-ex-m-9,Energy Search,EX trainer Kit 2 (Minun)
tk-ex-m-11,Fire Energy,EX trainer Kit 2 (Minun)
tk-ex-m-4,Growlithe,EX trainer Kit 2 (Minun)
tk-ex-m-12,Lightning Energy,EX trainer Kit 2 (Minun)
tk-ex-m-5,Mareep,EX trainer Kit 2 (Minun)
tk-ex-m-6,Minun,EX trainer Kit 2 (Minun)
tk-ex-m-10,Potion,EX trainer Kit 2 (Minun)
tk-ex-m-7,Vulpix,EX trainer Kit 2 (Minun)
B2-120,Aegislash,Fantastical Parade
B2-096,Alolan Grimer,Fantastical Parade
B2-018,Alolan Marowak,Fantastical Parade
B2-094,Alolan Meowth,Fantastical Parade
B2-097,Alolan Muk,Fantastical Parade
B2-173,Alolan Muk,Fantastical Parade
B2-029,Alolan Ninetales ex,Fantastical Parade
B2-182,Alolan Ninetales ex,Fantastical Parade
B2-196,Alolan Ninetales ex,Fantastical Parade
B2-095,Alolan Persian,Fantastical Parade
B2-050,Alolan Raichu,Fantastical Parade
B2-028,Alolan Vulpix,Fantastical Parade
B2-041,Amaura,Fantastical Parade
B2-046,Arrokuda,Fantastical Parade
B2-042,Aurorus,Fantastical Parade
B2-163,Aurorus,Fantastical Parade
B2-121,Bagon,Fantastical Parade
B2-047,Barraskewda,Fantastical Parade
B2-057,Bellibolt,Fantastical Parade
B2-023,Blacephalon ex,Fantastical Parade
B2-181,Blacephalon ex,Fantastical Parade
B2-195,Blacephalon ex,Fantastical Parade
B2-086,Boldore,Fantastical Parade
B2-139,Bunnelby,Fantastical Parade
B2-014,Buzzwole,Fantastical Parade
B2-159,Buzzwole,Fantastical Parade
B2-006,Cacnea,Fantastical Parade
B2-156,Cacnea,Fantastical Parade
B2-007,Cacturne,Fantastical Parade
B2-069,Chandelure,Fantastical Parade
B2-010,Chesnaught,Fantastical Parade
B2-008,Chespin,Fantastical Parade
B2-043,Chewtle,Fantastical Parade
B2-026,Cinderace,Fantastical Parade
B2-215,Clefable,Fantastical Parade
B2-214,Clefairy,Fantastical Parade
B2-093,Cornerstone Mask Ogerpon,Fantastical Parade
B2-045,Cramorant,Fantastical Parade
B2-164,Cramorant,Fantastical Parade
B2-040,Cryogonal,Fantastical Parade
B2-082,Cubone,Fantastical Parade
B2-032,Delibird,Fantastical Parade
B2-149,Diantha,Fantastical Parade
B2-190,Diantha,Fantastical Parade
B2-140,Diggersby,Fantastical Parade
B2-230,Donphan ex,Fantastical Parade
B2-119,Doublade,Fantastical Parade
B2-044,Drednaw,Fantastical Parade
B2-088,Drilbur,Fantastical Parade
B2-016,Eldegoss,Fantastical Parade
B2-228,Espeon ex,Fantastical Parade
B2-114,Excadrill,Fantastical Parade
B2-092,Falinks,Fantastical Parade
B2-172,Falinks,Fantastical Parade
B2-115,Ferroseed,Fantastical Parade
B2-116,Ferrothorn,Fantastical Parade
B2-225,Flareon ex,Fantastical Parade
B2-141,Furfrou,Fantastical Parade
B2-129,Furret,Fantastical Parade
B2-099,Galarian Linoone,Fantastical Parade
B2-110,Galarian Meowth,Fantastical Parade
B2-030,Galarian Mr. Mime,Fantastical Parade
B2-031,Galarian Mr. Rime,Fantastical Parade
B2-100,Galarian Obstagoon,Fantastical Parade
B2-176,Galarian Obstagoon,Fantastical Parade
B2-111,Galarian Perrserker,Fantastical Parade
B2-177,Galarian Perrserker,Fantastical Parade
B2-058,Galarian Ponyta,Fantastical Parade
B2-167,Galarian Ponyta,Fantastical Parade
B2-059,Galarian Rapidash,Fantastical Parade
B2-117,Galarian Stunfisk,Fantastical Parade
B2-098,Galarian Zigzagoon,Fantastical Parade
B2-065,Gardevoir,Fantastical Parade
B2-087,Gigalith ex,Fantastical Parade
B2-187,Gigalith ex,Fantastical Parade
B2-200,Gigalith ex,Fantastical Parade
B2-015,Gossifleur,Fantastical Parade
B2-072,Gourgeist,Fantastical Parade
B2-062,Granbull,Fantastical Parade
B2-109,Guzzlord,Fantastical Parade
B2-027,Hearthflame Mask Ogerpon,Fantastical Parade
B2-219,Hitmonchan,Fantastical Parade
B2-218,Hitmonlee,Fantastical Parade
B2-118,Honedge,Fantastical Parade
B2-226,Ho-Oh ex,Fantastical Parade
B2-208,Horsea,Fantastical Parade
B2-076,Indeedee,Fantastical Parade
B2-169,Indeedee,Fantastical Parade
B2-144,Jaw Fossil,Fantastical Parade
B2-151,Juggler,Fantastical Parade
B2-192,Juggler,Fantastical Parade
B2-220,Kabuto,Fantastical Parade
B2-221,Kabutops,Fantastical Parade
B2-126,Kangaskhan,Fantastical Parade
B2-227,Kingdra ex,Fantastical Parade
B2-064,Kirlia,Fantastical Parade
B2-068,Lampent,Fantastical Parade
B2-216,Latias,Fantastical Parade
B2-217,Latios,Fantastical Parade
B2-002,Ledian,Fantastical Parade
B2-001,Ledyba,Fantastical Parade
B2-105,Liepard,Fantastical Parade
B2-020,Litleo,Fantastical Parade
B2-067,Litwick,Fantastical Parade
B2-145,Lucky Ice Pop,Fantastical Parade
B2-131,Lugia,Fantastical Parade
B2-232,Lugia ex,Fantastical Parade
B2-081,Machamp,Fantastical Parade
B2-080,Machoke,Fantastical Parade
B2-079,Machop,Fantastical Parade
B2-206,Magby,Fantastical Parade
B2-207,Magmar,Fantastical Parade
B2-210,Mantyke,Fantastical Parade
B2-034,Marshtomp,Fantastical Parade
B2-143,Maushold,Fantastical Parade
B2-112,Mawile,Fantastical Parade
B2-084,Medicham,Fantastical Parade
B2-083,Meditite,Fantastical Parade
B2-066,Mega Gardevoir ex,Fantastical Parade
B2-185,Mega Gardevoir ex,Fantastical Parade
B2-203,Mega Gardevoir ex,Fantastical Parade
B2-127,Mega Kangaskhan ex,Fantastical Parade
B2-189,Mega Kangaskhan ex,Fantastical Parade
B2-202,Mega Kangaskhan ex,Fantastical Parade
B2-113,Mega Mawile ex,Fantastical Parade
B2-188,Mega Mawile ex,Fantastical Parade
B2-201,Mega Mawile ex,Fantastical Parade
B2-036,Mega Swampert ex,Fantastical Parade
B2-183,Mega Swampert ex,Fantastical Parade
B2-197,Mega Swampert ex,Fantastical Parade
B2-070,Meloetta,Fantastical Parade
B2-233,Meloetta,Fantastical Parade
B2-124,Meowth,Fantastical Parade
B2-204,Meowth,Fantastical Parade
B2-148,Metal Core Barrier,Fantastical Parade
B2-073,Mimikyu ex,Fantastical Parade
B2-186,Mimikyu ex,Fantastical Parade
B2-199,Mimikyu ex,Fantastical Parade
B2-053,Minun,Fantastical Parade
B2-165,Minun,Fantastical Parade
B2-033,Mudkip,Fantastical Parade
B2-211,Omanyte,Fantastical Parade
B2-212,Omastar,Fantastical Parade
B2-022,Oricorio,Fantastical Parade
B2-161,Oricorio,Fantastical Parade
B2-091,Passimian,Fantastical Parade
B2-155,Peculiar Plaza,Fantastical Parade
B2-125,Persian,Fantastical Parade
B2-222,Phanpy,Fantastical Parade
B2-213,Pichu,Fantastical Parade
B2-152,Piers,Fantastical Parade
B2-193,Piers,Fantastical Parade
B2-049,Pikachu,Fantastical Parade
B2-052,Plusle,Fantastical Parade
B2-075,Polteageist,Fantastical Parade
B2-147,Protective Poncho,Fantastical Parade
B2-234,Protective Poncho,Fantastical Parade
B2-071,Pumpkaboo,Fantastical Parade
B2-104,Purrloin,Fantastical Parade
B2-174,Purrloin,Fantastical Parade
B2-021,Pyroar,Fantastical Parade
B2-009,Quilladin,Fantastical Parade
B2-025,Raboot,Fantastical Parade
B2-063,Ralts,Fantastical Parade
B2-019,Reshiram,Fantastical Parade
B2-160,Reshiram,Fantastical Parade
B2-085,Roggenrola,Fantastical Parade
B2-004,Roselia,Fantastical Parade
B2-005,Roserade,Fantastical Parade
B2-157,Roserade,Fantastical Parade
B2-146,Sail Fossil,Fantastical Parade
B2-123,Salamence,Fantastical Parade
B2-178,Salamence,Fantastical Parade
B2-077,Sandshrew,Fantastical Parade
B2-170,Sandshrew,Fantastical Parade
B2-078,Sandslash,Fantastical Parade
B2-011,Scatterbug,Fantastical Parade
B2-024,Scorbunny,Fantastical Parade
B2-162,Scorbunny,Fantastical Parade
B2-107,Scrafty,Fantastical Parade
B2-106,Scraggy,Fantastical Parade
B2-209,Seadra,Fantastical Parade
B2-128,Sentret,Fantastical Parade
B2-122,Shelgon,Fantastical Parade
B2-003,Shuckle,Fantastical Parade
B2-150,Sightseer,Fantastical Parade
B2-191,Sightseer,Fantastical Parade
B2-074,Sinistea,Fantastical Parade
B2-102,Skuntank,Fantastical Parade
B2-136,Slaking,Fantastical Parade
B2-134,Slakoth,Fantastical Parade
B2-179,Slakoth,Fantastical Parade
B2-130,Smeargle,Fantastical Parade
B2-061,Snubbull,Fantastical Parade
B2-168,Snubbull,Fantastical Parade
B2-012,Spewpa,Fantastical Parade
B2-137,Spinda,Fantastical Parade
B2-103,Spiritomb,Fantastical Parade
B2-154,Starting Plains,Fantastical Parade
B2-101,Stunky,Fantastical Parade
B2-035,Swampert,Fantastical Parade
B2-133,Swellow,Fantastical Parade
B2-229,Sylveon ex,Fantastical Parade
B2-056,Tadbulb,Fantastical Parade
B2-132,Taillow,Fantastical Parade
B2-142,Tandemaus,Fantastical Parade
B2-205,Tangela,Fantastical Parade
B2-224,Tauros,Fantastical Parade
B2-017,Teal Mask Ogerpon ex,Fantastical Parade
B2-180,Teal Mask Ogerpon ex,Fantastical Parade
B2-194,Teal Mask Ogerpon ex,Fantastical Parade
B2-138,Tornadus,Fantastical Parade
B2-054,Toxel,Fantastical Parade
B2-166,Toxel,Fantastical Parade
B2-055,Toxtricity ex,Fantastical Parade
B2-184,Toxtricity ex,Fantastical Parade
B2-198,Toxtricity ex,Fantastical Parade
B2-153,Training Area,Fantastical Parade
B2-090,Tyrantrum,Fantastical Parade
B2-171,Tyrantrum,Fantastical Parade
B2-223,Tyrogue,Fantastical Parade
B2-089,Tyrunt,Fantastical Parade
B2-231,Umbreon ex,Fantastical Parade
B2-038,Vanillish,Fantastical Parade
B2-037,Vanillite,Fantastical Parade
B2-039,Vanilluxe,Fantastical Parade
B2-135,Vigoroth,Fantastical Parade
B2-013,Vivillon,Fantastical Parade
B2-158,Vivillon,Fantastical Parade
B2-048,Wellspring Mask Ogerpon,Fantastical Parade
B2-060,Wobbuffet,Fantastical Parade
B2-108,Yveltal,Fantastical Parade
B2-175,Yveltal,Fantastical Parade
B2-051,Zapdos,Fantastical Parade
ex6-70,Nidoran♀,FireRed & LeafGreen
ex6-71,Nidoran♂,FireRed & LeafGreen
ex6-96,PokéDex (HANDY909),FireRed & LeafGreen
sm6-110,Lysandre ◇,Forbidden Light
sm6-118,Unit Energy FightingDarknessFairy,Forbidden Light
sm6-146,Unit Energy FightingDarknessFairy,Forbidden Light
xy3-55a,M Lucario EX,Furious Fists
g1-28a,Jolteon-EX,Generations
g1-RC31,M Gardevoir EX,Generations
A1-115,Abra,Genetic Apex
A1-210,Aerodactyl,Genetic Apex
A1-117,Alakazam,Genetic Apex
A1-236,Alakazam,Genetic Apex
A1-165,Arbok,Genetic Apex
A1-040,Arcanine,Genetic Apex
A1-041,Arcanine ex,Genetic Apex
A1-254,Arcanine ex,Genetic Apex
A1-083,Articuno,Genetic Apex
A1-084,Articuno ex,Genetic Apex
A1-258,Articuno ex,Genetic Apex
A1-275,Articuno ex,Genetic Apex
A1-010,Beedrill,Genetic Apex
A1-018,Bellsprout,Genetic Apex
A1-180,Bisharp,Genetic Apex
A1-221,Blaine,Genetic Apex
A1-268,Blaine,Genetic Apex
A1-055,Blastoise,Genetic Apex
A1-056,Blastoise ex,Genetic Apex
A1-256,Blastoise ex,Genetic Apex
A1-105,Blitzle,Genetic Apex
A1-224,Brock,Genetic Apex
A1-271,Brock,Genetic Apex
A1-091,Bruxish,Genetic Apex
A1-001,Bulbasaur,Genetic Apex
A1-227,Bulbasaur,Genetic Apex
A1-007,Butterfree,Genetic Apex
A1-005,Caterpie,Genetic Apex
A1-052,Centiskorch,Genetic Apex
A1-202,Chansey,Genetic Apex
A1-035,Charizard,Genetic Apex
A1-036,Charizard ex,Genetic Apex
A1-253,Charizard ex,Genetic Apex
A1-280,Charizard ex,Genetic Apex
A1-284,Charizard ex,Genetic Apex
A1-033,Charmander,Genetic Apex
A1-230,Charmander,Genetic Apex
A1-034,Charmeleon,Genetic Apex
A1-213,Cinccino,Genetic Apex
A1-114,Clefable,Genetic Apex
A1-113,Clefairy,Genetic Apex
A1-162,Clobbopus,Genetic Apex
A1-067,Cloyster,Genetic Apex
A1-027,Cottonee,Genetic Apex
A1-151,Cubone,Genetic Apex
A1-239,Cubone,Genetic Apex
A1-065,Dewgong,Genetic Apex
A1-139,Diglett,Genetic Apex
A1-238,Diglett,Genetic Apex
A1-205,Ditto,Genetic Apex
A1-247,Ditto,Genetic Apex
A1-200,Dodrio,Genetic Apex
A1-199,Doduo,Genetic Apex
A1-217,Dome Fossil,Genetic Apex
A1-184,Dragonair,Genetic Apex
A1-185,Dragonite,Genetic Apex
A1-244,Dragonite,Genetic Apex
A1-183,Dratini,Genetic Apex
A1-124,Drowzee,Genetic Apex
A1-215,Dubwool,Genetic Apex
A1-085,Ducklett,Genetic Apex
A1-140,Dugtrio,Genetic Apex
A1-108,Eelektrik,Genetic Apex
A1-109,Eelektross,Genetic Apex
A1-206,Eevee,Genetic Apex
A1-207,Eevee,Genetic Apex
A1-208,Eevee,Genetic Apex
A1-248,Eevee,Genetic Apex
A1-164,Ekans,Genetic Apex
A1-101,Electabuzz,Genetic Apex
A1-100,Electrode,Genetic Apex
A1-235,Electrode,Genetic Apex
A1-219,Erika,Genetic Apex
A1-266,Erika,Genetic Apex
A1-021,Exeggcute,Genetic Apex
A1-022,Exeggutor,Genetic Apex
A1-023,Exeggutor ex,Genetic Apex
A1-252,Exeggutor ex,Genetic Apex
A1-198,Farfetch'd,Genetic Apex
A1-192,Fearow,Genetic Apex
A1-045,Flareon,Genetic Apex
A1-087,Froakie,Genetic Apex
A1-088,Frogadier,Genetic Apex
A1-093,Frosmoth,Genetic Apex
A1-132,Gardevoir,Genetic Apex
A1-120,Gastly,Genetic Apex
A1-122,Gengar,Genetic Apex
A1-123,Gengar ex,Genetic Apex
A1-261,Gengar ex,Genetic Apex
A1-277,Gengar ex,Genetic Apex
A1-147,Geodude,Genetic Apex
A1-223,Giovanni,Genetic Apex
A1-270,Giovanni,Genetic Apex
